0	2	0,1,0,0
1	2	1,1,0,1
2	2	1,1,0,1
3	2	0,1,1,1
4	2	1,1,1,0
5	4	0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1
6	4	1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
7	4	1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
8	4	0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
9	4	1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1
10	6	1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
11	6	0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
12	6	1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0
13	6	0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
14	6	1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
