0	4	0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1	4	0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2	4	0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
3	4	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4	4	0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5	4	0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
6	4	0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
7	4	1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0
8	4	1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
9	4	0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
10	4	0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
11	4	0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
12	4	0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
13	4	0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
14	4	1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15	4	0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
16	4	0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
17	4	0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
18	4	0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
19	4	0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20	4	0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
21	4	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22	4	0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
23	4	0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0
24	4	0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25	4	0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
26	4	0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
27	4	0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
28	4	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29	4	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30	4	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31	4	0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32	4	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33	4	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34	4	1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
35	4	0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
36	4	0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
37	4	0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
38	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39	4	0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
40	4	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41	4	1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
42	4	0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
43	4	0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
44	4	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45	4	0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
46	4	0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
47	4	0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
48	4	0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
49	4	0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
50	4	0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
51	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
